Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
1809,Mariage,1889,3840,189,1845-05-27,19/540
1810,Publication de mariage,1889,4550,351,1829-10-04,39/543
1811,Mariage,1889,4552,7,1829-10-20,n/a
1812,Mariage,1887,5087,230,1861-04-16,64/161
1813,Publication de mariage,1887,5087,230,1861-03-31,58/161
1814,Mariage,1889,6132,189,1821-06-23,270/400
1815,Mariage,1890,6783,273,1857-09-15,31/197
1816,Mariage,1889,7413,300,1765-06-26,n/a
1817,Mariage,1889,7443,7,1900-01-09,n/a
1818,Mariage,1889,7747,321,1741-07-03,257/320
1819,Mariage,1889,7898,356,1812-07-13,219/301
1820,Mariage,1888,8265,47,1780-11-22,149/315
1821,Mariage,1886,6093,89,1811-11-13,299/300/339
1822,Publication de mariage,1886,6093,89,1811-11-03,270/339
1823,Mariage,1891,1420,351,1746-11-15,297/334
1824,Mariage,1895,3866,374,1696-01-31,57/192
1825,Publication de mariage,1893,4027,89,1813-10-24,10/385
1826,Publication de mariage,1892,4117,182,1809-01-01,209/317
1827,Mariage,1894,5102,351,1771-04-16,17/413
1828,Publication de mariage,1896,6577,144,1869-01-10,96/117
1829,Mariage,1897,7012,71,1771-11-19,10/029
1830,Mariage,1899,3938,195,1847-11-08,412/525
1831,Mariage,1899,4170,215,1814-11-06,215/234
1832,Mariage,1899,5319,215,1819-01-12,52/331
1833,Mariage,1898,6457,47,1770-01-09,39/315
1834,Mariage,1899,6985,215,,27/037
1835,Mariage,1899,6985,215,,30/037
1836,Mariage,1900,3868,374,1696-01-31,57/192
1837,Mariage,1901,4372,195,1813-06-02,210/259
1838,Mariage,1902,2664,344,1898-11-21,108/110
1839,Mariage,1903,7150,375,1876-01-25,46/086
1840,Mariage,1904,7406,30,1855-10-15,16/175
1841,Mariage,1905,8328,274,1852-01-19,n/a
1842,Mariage,1905,6314,274,1845-11-26,n/a
1843,Mariage,1906,3812,20,1883-07-30,n/a
1844,Mariage,1907,7688,328,1840-07-01,335/349
1845,Mariage,1909,6939,118,1847-09-17,n/a
1846,Mariage,1908,6802,274,1908-02-24,n/a
1847,Mariage,1910,5728,253,1871-11-21,85/092
1848,Mariage,1911,5950,303,1885-06-09,27/126
1849,Mariage,1912,7111,238,1671-11-04,156/166
1850,Mariage,1913,5525,45,1881-01-26,160/188
1851,Mariage,1914,7544,45,1879-11-26,144/188
1852,Mariage,1915,7921,273,1865-05-08,138/197
1853,Mariage,1916,7567,160,1908-11-03,6/009
1854,Mariage,1917,3844,67,1684-06-27,108/132
1855,Mariage,1918,4780,162,1739-07-13,50/132
1856,Mariage,1920,4273,272,1694-01-11,30/110
1857,Mariage,1920,5962,192,1771-06-04,48/078
1858,Mariage,1919,8198,45,1809-01-31,421/460
1859,Mariage,1923,3998,272,1669-10-15,44/067
1860,Mariage,1923,4040,38,1697-11-13,7/008
1861,Mariage,1923,4580,140,1762-11-03,33/117
1862,Contrat de mariage,1923,4580,140,1762-11-03,n/a
1863,Mariage,1921,3870,255,1872-05-27,31/135
1864,Mariage,1922,4053,138,1874-01-13,39/113
1865,Mariage,1924,5770,67,1684-06-27,108/132
1866,Mariage,1924,6992,272,1711-07-01,135/208
1867,Mariage,1924,8085,371,1730-11-28,38/122
1868,Mariage,1925,4905,272,1757-02-15,36/230
1869,Mariage,1925,5256,272,1681-01-22,4/051
1870,Mariage,1925,6538,272,1664-07-10,19/067
1871,Mariage,1926,7077,29,1893-10-11,76/128
1872,Mariage,1925,7635,350,1692-07-09,3/082
1873,Mariage,1927,7001,238,1685-08-27,111/145
1874,Mariage,1928,5397,26,1686-08-06,55/147
1875,Mariage,1929,5001,26,1729-02-07,97/175
1876,Promesse de mariage - fiançailles,1930,3751,123,1723-01-01,120/179
1877,Mariage,1931,7822,123,,170/335
1878,Mariage,1932,7312,218,1729-04-28,76/126
1879,Mariage,1934,1526,218,1734-06-30,111/126
1880,Contrat de mariage,1933,7912,123,1584-12-30,554 et 555/566
1881,Mariage,1935,7425,304,1780-02-08,25/140
1882,Mariage,1936,3682,304,1711-01-26,132/215
1883,Contrat de mariage,1936,6243,304,1712-10-19,n/a
1884,Mariage,1936,7425,304,1767-11-24,105/185
1885,Mariage,1937,3774,218,1685-11-07,60/105
1886,Mariage,1937,7507,218,1699-05-06,64/127
1887,Mariage,1938,3819,299,,n/a
1888,Mariage,1941,3760,304,1708-09-03,108/215
1889,Mariage,1941,4354,299,,49/57
1890,Mariage,1941,4475,176,1757-05-31,14/145
1891,Contrat de mariage,1941,6090,304,1708-10-12,n/a
1892,Mariage,1939,6151,176,1737-08-06,6/036
1893,Mariage,1940,7713,125,1769-10-30,182/187
1894,Mariage,1943,3253,162,1723-04-29,48/096
1895,Mariage,1942,3721,162,1686-01-29,137/277
1896,Mariage,1944,7932,176,1766-10-15,108&109/145
1897,Mariage,1945,7956,216,1787-09-12,66/104
1898,Mariage,1946,6801,79,1749-11-19,12/016
1899,Publication de mariage,1947,6901,258,,1/001
1900,Publication de mariage,1946,6901,304,,n/a
1901,Mariage,1946,6901,304,,19/88
1902,Mariage,1946,7174,144,,55/276
1903,Mariage,1946,8021,304,1771-10-24,133/185
1904,Contrat de mariage,1948,7254,80,,15 et 16/296
1905,Mariage,1950,6429,65,1796-11-08,n/a
1906,Mariage,1951,4662,62,1864-11-07,108/111
1907,Mariage,1953,5168,260,1884-06-18,5/193
1908,Mariage,1952,4363,143,1875-05-24,6/137
1909,Mariage,1954,5902,27,1777-09-03,30/154
1910,Mariage,1955,5727,340,1697-02-13,3/119
1911,Mariage,1958,5057,270,1761-10-14,n/a
1912,Mariage,1956,6213,277,1794-09-01,18/023
1913,Mariage,1957,6818,82,1824-02-25,270/311
1914,Mariage,1949,5857,157,1840-05-20,3/185
1915,Mariage,1959,4337,308,1798-01-08,n/a
1916,Mariage,1960,6030,272,1700-08-23,17/025
1917,Mariage,1963,3856,335,1682-01-13,68/155
1918,Mariage,1964,5940,335,1666-11-24,31/033
1919,Mariage,1965,4957,335,1681-11-13,66/155
1920,Mariage,1966,5365,238,1833-04-17,258/343
1921,Mariage,1966,7399,238,1845-10-22,239/305
1922,Mariage,1967,6632,111,1772-01-28,11/050
1923,Mariage,1968,7843,238,1773-06-15,22/201
1924,Mariage,1969,5134,31,1702-09-06,7/082
1925,Mariage,1970,6456,31,1675-07-02,29/048
1926,Mariage,1971,4430,238,1709-11-04,60/175
1927,Mariage,1971,7650,31,1697-07-04,31/075
1928,Mariage,1972,7033,248,1700-02-16,47/078
1929,Mariage,1973,5792,303,1714-10-09,35/114
1930,Mariage,1974,7072,254,1706-02-03,2/006
1931,Mariage,1975,5924,148,1769-02-23,5/184
1932,Mariage,1977,7649,31,1707-11-24,57/082
1933,Mariage,1978,4359,31,1676-02-04,37/048
1934,Mariage,1979,7079,86,1686-08-20,4/107
1935,Mariage,1979,7504,238,1640-12-11,106/211
1936,Mariage,1979,8147,238,1696-05-22,60/083
1937,Mariage,1980,4350,238,1662-04-23,104/166
1938,Mariage,1980,6111,238,1727-05-13,22/186
1939,Mariage,1981,5129,47,1870-02-28,17/169
1940,Mariage,1982,5759,47,,100/128
1941,Mariage,1986,5619,55,1611-06-18,3/007
1942,Mariage,1990,6292,153,1746-07-11,106
1943,Mariage,1989,6463,19,1877-05-22,47/084
1944,Mariage,1988,7534,143,1865-05-01,5/177
1945,Mariage,1987,3710,85,1882-05-01,50/058
1946,Mariage,1991,6084,261,1890-06-03,77/155
1947,Mariage,1993,2089,87,1681-01-29,65/109
1948,Mariage,1992,7638,85,1629-02-21,20/049
1949,Mariage,1992,7638,87,1629-02-21,20/029
1950,Mariage,1994,7016,143,1864-10-17,149/155
1951,Mariage,1995,5558,259,1855-01-28,3/170
1952,Mariage,1995,7941,259,1864-07-05,122/170
1953,Mariage,1998,5206,179,1875-04-14,46/109
1954,Mariage,1996,6789,143,1896-02-04,16/074
1955,Mariage,1997,6239,229,1898-09-27,33/040
1956,Mariage,1999,4155,143,1882-06-26,125/137
1957,Mariage,2000,8232,330,1879-05-12,92/132
1958,Mariage,1983,7885,143,1901-01-14,23/121
1959,Mariage,2005,4870,87,1695-01-26,15/161
1960,Mariage,2003,5011,85,1636-01-30,27/049
1961,Mariage,2004,5447,241,1759-02-07,171/275
1962,Mariage,2001,3743,85,1871-05-22,24/094
1963,Mariage,2002,6910,330,1876-11-13,69/132
1964,Mariage,2006,7265,200,1881-02-22,86/147
1965,Mariage,2007,5316,229,1903-02-09,12/021
1966,Mariage,2008,7528,87,1894-11-19,116/177
1967,Mariage,2009,7561,143,1910-06-14,n/a
1968,Mariage,2010,7804,330,1886-02-15,28/092
1969,Mariage,2010,8306,330,1895-11-27,21
1970,Mariage,2015,3904,50,1713-11-14,60/187
1971,Mariage,2015,3935,151,1711-07-06,92/099
1972,Mariage,2015,4455,50,1725-02-06,88/187
1973,Mariage,2015,4534,116,1764-01-25,n/a
1974,Mariage,2015,4664,116,1751-10-25,263/379
1975,Mariage,2015,4664,116,1751-10-25,n/a
1976,Mariage,2014,6555,85,1812-10-21,83/338
1977,Mariage,2015,7562,143,1835-02-17,n/a
1978,Mariage,2013,8324,261,1782-07-03,5/013
1979,Mariage,2011,8002,143,1861-10-01,97/155
1980,Mariage,2012,8309,130,1877-06-12,91/149
1981,Mariage,2017,6075,180,1764-07-17,129/303
1982,Mariage,2018,5515,241,1866-05-29,85/105
1983,Mariage,2019,4128,368,1913-07-01,59/097
1984,Mariage,2023,5832,85,1881-10-03,43/058
1985,Mariage,2020,2082,85,1906-10-02,n/a
1986,Mariage,2021,5830,85,1839-06-09,190/393
1987,Mariage,2022,4752,85,1908-02-18,n/a
1988,Mariage,2024,6345,143,1827-01-29,n/a
1989,Mariage,2025,5027,257,1743-06-18,n/a
1990,Mariage,2026,6272,229,1900-11-06,2/021
1991,Mariage,2027,6906,85,1855-06-19,4/142
1992,Mariage,2031,3745,229,,23/028
1993,Mariage,2028,3869,85,1675-01-24,19/123
1994,Mariage,2029,3924,85,1837-06-13,98/393
1995,Mariage,2032,5968,270,1753-11-27,n/a
1996,Mariage,2030,7305,85,1818-01-19,8/377
1997,Mariage,2055,3823,261,1714-02-07,3/098
1998,Mariage,2064,3846,87,1678-02-16,23/109
1999,Contrat de mariage,2068,4068,340,1758-01-31,355 à 358/392
2000,Mariage,2057,4263,229,1781-02-20,8/054
2001,Mariage,2068,4663,295,1751-11-24,121/132
2002,Mariage,2065,4757,229,1753-02-13,63/072
2003,Mariage,2060,5145,229,1776-02-13,120/138
2004,Mariage,2061,5228,87,1722-09-04,55/243
2005,Mariage,2063,5282,87,1807-06-07,325/352
2006,Mariage,2056,5414,355,1786-09-05,63/123
2007,Mariage,2058,5605,229,1821-07-12,7/212
2008,Mariage,2058,6569,229,1808-11-22,120/140
2009,Mariage,2059,6890,229,1749-02-04,45/072
2010,Mariage,2066,7137,87,1774-01-26,24/166
2011,Mariage,2062,7294,87,1735-02-08,35/087
2012,Mariage,2068,7709,340,1729-11-16,69/070
2013,Mariage,2054,7865,87,1625-01-29,15/029
2014,Mariage,2067,8011,229,1790-11-16,13/014
2015,Mariage,2033,4256,261,1883-07-10,8/014
2016,Mariage,2034,7480,85,1903-05-26,16/067
2017,Mariage,2035,5009,87,1840-11-17,345/354
2018,Mariage,2041,4573,25,1870-02-14,14/128
2019,Mariage,2041,4611,2,1834-11-04,122/470
2020,Mariage,2038,4708,261,1884-05-26,6/155
2021,Mariage,2039,5019,261,1857-11-22,20/126
2022,Mariage,2040,5315,143,1870-05-30,93/177
2023,Mariage,2037,8003,143,1866-02-06,20/177
2024,Mariage,2036,6114,205,1834-11-11,258/471
2025,Mariage,2042,3726,85,1868-07-22,140/142
2026,Mariage,2043,7477,85,1911-11-14,n/a
2027,Mariage,2044,8010,229,1839-08-28,80/204
2028,Mariage,2045,3985,261,1810-04-25,327/431
2029,Mariage,2047,5010,85,1868-06-09,137/142
2030,Mariage,2046,4979,200,1811-08-19,115/609
2031,Mariage,2049,6526,87,1879-06-25,114/157
2032,Mariage,2050,7588,87,1851-06-25,182/415
2033,Mariage,2048,6618,85,1890-04-21,67/094
2034,Publication de mariage,2051,4262,241,1830-05-02,261/399
2035,Mariage,2053,4262,87,1830-06-08,180/458
2036,Mariage,2052,7298,229,1791-10-08,n/a
2037,Mariage,2070,7904,116,1743-06-26,n/a
2038,Mariage,2069,4756,85,1863-05-17,82/142
2039,Mariage,2073,6810,209,1715-02-05,n/a
2040,Mariage,2072,7824,257,1757-06-07,n/a
2041,Mariage,2071,5870,26,1824-03-02,385/559
2042,Mariage,2078,4726,175,1881-07-19,134/142
2043,Mariage,2078,4851,2,1859-10-18,107/295
2044,Mariage,2078,4953,87,1698-02-02,73/161
2045,Mariage,2078,5194,87,1690-01-24,72/115
2046,Mariage,2078,6889,241,1686-02-06,86/175
2047,Mariage,2078,7221,175,1861-01-29,31/142
2048,Mariage,2077,8050,330,1796-06-13,4/008
2049,Mariage,2074,4180,162,1830-10-06,225/417
2050,Mariage,2075,5451,52,1869-06-13,8/154
2051,Mariage,2076,6266,261,1906-06-12,n/a
2052,Mariage,2080,4758,87,1818-03-25,244/352
2053,Mariage,2081,4802,85,1837-11-12,109/393
2054,Mariage,2085,4128,229,1722-02-16,31/117
2055,Mariage,2084,4530,52,1757-06-14,80/140
2056,Mariage,2083,5239,130,1820-11-07,135/190
2057,Mariage,2085,5511,143,,n/a
2058,Mariage,2085,6908,19,1749-09-20,123/225
2059,Mariage,2085,7640,87,1703-02-14,148/161
2060,Mariage,2086,7008,62,,92/268
2061,Mariage,2087,8297,209,1715-02-21,n/a
2062,Mariage,2088,6943,147,1885-07-27,n/a
2063,Mariage,1984,7989,143,1904-04-25,82/121
2064,Mariage,2091,5794,229,1808-02-10,110/140
2065,Publication de mariage,2091,5794,241,1808-01-24,344/350
2066,Mariage,2090,6413,229,1842-09-13,144/204
2067,Mariage,2106,4071,143,1844-02-13,138/455
2068,Mariage,2112,4536,116,1758-02-06,n/a
2069,Mariage,2112,4691,2,1851-11-04,90/277
2070,Mariage,2107,4712,229,1781-02-20,8/054
2071,Mariage,2105,4748,87,1622-02-03,9/029
2072,Mariage,2112,5850,229,1698-02-05,37/058
2073,Mariage,2112,5888,87,1684-02-11,6/115
2074,Mariage,2112,6323,2,1765-11-13,120/158
2075,Mariage,2109,6486,229,1723-02-04,33/117
2076,Mariage,2103,6805,261,1813-06-17,86/360
2077,Mariage,2110,6896,87,1681-02-17,66/109
2078,Mariage,2108,6905,229,1741-06-27,16/072
2079,Mariage,2111,7034,229,1758-09-18,18/138
2080,Mariage,2102,7069,87,1730-02-14,178/243
2081,Mariage,2104,7455,85,1836-11-21,55/393
2082,Mariage,2092,7914,130,1869-05-18,3/149
2083,Mariage,2093,5079,85,1845-01-20,170/427
2084,Mariage,2094,5516,85,1868-06-09,137/142
2085,Mariage,2098,4649,108,1866-08-27,108/130
2086,Mariage,2097,5520,85,1856-01-22,14/142
2087,Mariage,2095,3913,229,1900-11-06,4/021
2088,Mariage,2096,3912,229,1900-11-06,3/021
2089,Mariage,2100,4496,85,1860-06-19,58/142
2090,Mariage,2099,8314,229,1887-07-18,14/023
2091,Mariage,2101,5514,85,1873-05-27,42/094
2092,Mariage,2114,2436,2,1767-06-09,130/158
2093,Mariage,2113,3915,36,1833-05-21,260/283
2094,Mariage,1985,7123,143,1901-11-25,39/121
2095,Mariage,2117,4597,179,1685-08-06,4/114
2096,Mariage,2117,5287,87,1686-02-13,30/115
2097,Mariage,2116,6088,179,1727-02-11,27/111
2098,Mariage,2115,5879,147,1850-05-14,189/417
2099,Mariage,2119,7832,368,1845-07-15,n/a
2100,Mariage,2118,8305,85,1906-05-29,n/a
2101,Mariage,2120,3986,266,1856-01-28,15/179
2102,Mariage,2121,5481,114,1745-06-30,n/a
2103,Mariage,2122,5329,57,,11/020
2104,Mariage,2123,8270,269,1894-06-05,31/038
2105,Mariage,2126,5341,129,,89/453
2106,Mariage,2125,5657,39,1723-07-01,41/229
2107,Mariage,2127,6283,52,1692-02-18,67/073
2108,Mariage,2128,6762,64,1861-11-06,n/a
2109,Mariage,2124,7496,129,1831-02-10,11/526
2110,Mariage,2129,6286,52,1692-02-18,67/073
2111,Mariage,2130,7540,159,1757-10-18,124/146
2112,Mariage,2131,7370,64,1829-01-28,n/a
2113,Mariage,2132,5501,311,1629-01-14,6/022
2114,Mariage,2133,4239,45,1827-09-18,84/492
2115,Mariage,2134,8034,311,1670-07-23,2/002
2116,Mariage,2136,4427,269,1898-09-12,2/042
2117,Mariage,2135,5283,37,1901-05-06,9/022
2118,Mariage,2141,3991,189,1811-07-01,186/325
2119,Contrat de mariage,2142,5349,189,1770-07-27,186 et 187/221
2120,Mariage,2140,5350,189,1770-06-27,2/004
2121,Mariage,2142,6407,20,1860-07-03,105/269
2122,Mariage,2142,7153,189,1807-05-23,16/325
2123,Mariage,2137,5356,129,1859-06-19,297/328
2124,Mariage,2139,5736,64,1844-06-05,n/a
2125,Mariage,2138,6375,64,1828-07-02,n/a
2126,Mariage,2143,2905,142,1907-12-22,n/a
2127,Mariage,2146,6721,116,1784-09-29,307/309
2128,Publication de mariage,2144,6280,188,1751-05-20,16/153
2129,Mariage,2145,6288,136,1751-05-25,31/097
2130,Mariage,2147,5026,35,1767-08-11,n/a
2131,Mariage,2148,5700,129,1792-01-31,147/149
2132,Mariage,2149,4014,31,1896-11-04,34/059
2133,Mariage,2150,5392,64,1904-05-18,n/a
2134,Mariage,2155,2720,129,1836-09-19,427/526
2135,Mariage,2157,3664,311,1726-05-29,58/150
2136,Mariage,2158,5136,129,1808-05-31,116/418
2137,Mariage,2159,5814,180,1768-08-02,150/303
2138,Mariage,2156,6374,64,1840-05-20,n/a
2139,Mariage,2153,6691,64,1808-08-23,n/a
2140,Mariage,2161,6693,64,1808-08-23,n/a
2141,Mariage,2160,6806,19,1884-05-13,2/082
2142,Mariage,2161,6887,257,1707-02-15,n/a
2143,Mariage,2162,8152,45,1831-01-18,266/492
2144,Mariage,2154,8173,64,1819-02-17,n/a
2145,Mariage,2161,8174,64,1819-02-17,n/a
2146,Mariage,2151,6360,64,1858-06-09,n/a
2147,Mariage,2152,5928,196,1728-02-09,n/a
2148,Mariage,2165,6099,19,1743-07-04,55/225
2149,Mariage,2164,7559,19,1781-02-06,214/303
2150,Mariage,2163,6094,188,1782-02-12,31/179
2151,Mariage,2166,6800,87,1628-01-18,18/029
2152,Mariage,2167,5173,64,1845-01-15,n/a
2153,Mariage,2168,6919,311,1698-04-16,5/055
2154,Mariage,2169,4213,64,1836-06-22,n/a
2155,Mariage,2171,5034,5,1895-10-16,75/159
2156,Mariage,2170,6441,168,1753-02-12,71/120
2157,Mariage,2172,7194,64,1840-05-06,n/a
2158,Mariage,2173,3790,153,1864-09-27,80
2159,Contrat de mariage,2179,3708,116,1776-07-20,99 et 100/357
2160,Mariage,2179,3709,116,1776-07-24,205/309
2161,Mariage,2179,4243,311,1704-07-02,11/017
2162,Mariage,2178,4773,87,1749-07-01,6/141
2163,Mariage,2179,5073,116,1773-02-27,n/a
2164,Mariage,2177,5323,123,1779-02-04,123/344
2165,Mariage,2179,5395,300,1857-04-21,n/a
2166,Mariage,2178,6851,87,1735-02-16,36/087
2167,Mariage,2175,7541,123,1737-05-13,184/267
2168,Mariage,2176,7977,63,1784-01-08,215/338
2169,Mariage,2179,8101,166,1626-11-08,4/022
2170,Mariage,2174,4501,200,1849-04-30,112/465
2171,Mariage,2213,3767,162,1747-04-11,107/135
2172,Mariage,2213,4015,52,1673-02-13,15/016
2173,Mariage,2213,4379,37,1774-01-25,208/299
2174,Mariage,2208,4500,87,1829-11-24,144/458
2175,Mariage,2202,4542,46,1773-02-06,143/172
2176,Mariage,2203,4581,129,1758-01-17,22/073
2177,Mariage,2205,4732,262,1837-11-05,103/367
2178,Mariage,2213,4865,300,1882-11-28,n/a
2179,Mariage,2212,4939,172,1713-06-08,n/a
2180,Mariage,2213,4971,172,1711-05-26,n/a
2181,Mariage,2213,5043,37,1744-07-21,258/294
2182,Mariage,2213,5301,116,1737-02-20,n/a
2183,Mariage,2213,5387,31,1843-06-27,76/363
2184,Mariage,2204,5804,129,1781-02-13,259/404
2185,Mariage,2211,5926,310,,28/045
2186,Mariage,2209,6014,31,,50/191
2187,Mariage,2206,6177,37,,31/050
2188,Mariage,2213,6222,143,1741-01-10,n/a
2189,Mariage,2213,6267,120,1750-01-13,142/303
2190,Mariage,2213,6293,116,1808-02-28,n/a
2191,Mariage,2213,6974,31,,43/098
2192,Mariage,2213,7080,145,1673-02-08,9/015
2193,Mariage,2207,7219,129,1823-01-22,145/289
2194,Mariage,2210,7325,129,1813-12-23,175/477
2195,Mariage,2213,7943,129,1749-07-02,232/339
2196,Mariage,2201,8080,129,1762-02-09,73/130
2197,Mariage,2180,4472,129,,240/453
2198,Mariage,2184,4051,100,1830-10-06,n/a
2199,Mariage,2183,4202,35,,n/a
2200,Mariage,2186,4295,261,1877-10-02,107/158
2201,Mariage,2185,4669,100,1850-01-29,n/a
2202,Mariage,2185,7158,100,1834-11-12,n/a
2203,Mariage,2182,7199,343,1825-01-17,245/542
2204,Mariage,2187,7590,261,1884-09-23,12/155
2205,Mariage,2181,4191,87,1889-05-21,55/177
2206,Mariage,2188,6772,196,1766-02-10,n/a
2207,Mariage,2189,7805,243,1734-10-12,176/251
2208,Mariage,2190,7959,129,1782-05-28,310/404
2209,Mariage,2193,4284,129,1859-06-19,297/328
2210,Mariage,2194,4353,146,1862-05-07,177/321
2211,Mariage,2192,4447,100,1868-02-18,n/a
2212,Mariage,2191,5390,129,1887-02-16,63/077
2213,Mariage,2195,6747,37,1837-06-26,319/414
2214,Mariage,2196,4097,38,1765-07-08,3/012
2215,Mariage,2200,4168,64,,n/a
2216,Mariage,2198,6706,262,1841-02-07,310/367
2217,Mariage,2199,6995,262,1868-01-14,52/118
2218,Mariage,2197,8048,196,1785-02-07,n/a
2219,Mariage,2220,5982,129,1812-08-19,46/477
2220,Mariage,2221,6240,37,1811-06-05,64/348
2221,Mariage,2218,6275,64,1829-09-17,n/a
2222,Mariage,2217,6951,129,1782-02-05,295/404
2223,Mariage,2219,7136,262,1830-01-25,4/399
2224,Mariage,2214,5187,59,1829-09-09,348/359
2225,Mariage,2215,3562,129,1772-11-24,300/370
2226,Mariage,2216,3879,129,1848-06-18,295/417
2227,Mariage,2223,5071,262,1880-10-05,71/097
2228,Mariage,2223,7211,262,1877-09-10,39/097
2229,Mariage,2222,7841,37,1774-10-13,216/299
2230,Mariage,2224,5732,238,1882-04-18,134/165
2231,Mariage,2237,3740,87,1709-02-08,77/185
2232,Mariage,2237,4092,129,1747-06-27,190/339
2233,Contrat de mariage,2237,4093,129,1747-07-27,30 et 31/507
2234,Mariage,2237,4288,64,1807-10-28,n/a
2235,Mariage,2229,4287,64,1807-10-28,n/a
2236,Mariage,2237,4329,85,1658-04-11,44/049
2237,Mariage,2235,4564,64,,n/a
2238,Mariage,2237,4565,64,,n/a
2239,Mariage,2237,4831,311,1628-11-25,6/022
2240,Mariage,2236,4859,64,1783-03-03,139/211
2241,Mariage,2233,6086,310,1767-11-03,32/338
2242,Mariage,2237,6156,64,1823-02-26,n/a
2243,Mariage,2234,6535,64,,n/a
2244,Mariage,2237,6536,64,,n/a
2245,Mariage,2237,6724,64,1779-07-07,52/211
2246,Mariage,2231,7308,87,,126/148
2247,Mariage,2237,7311,87,1712-01-22,110/185
2248,Mariage,2232,7476,100,1884-07-09,n/a
2249,Mariage,2236,7483,250,1771-01-16,223/407
2250,Mariage,2230,7487,64,,n/a
2251,Mariage,2237,7488,64,,n/a
2252,Mariage,2225,5081,59,1767-01-26,255/283
2253,Mariage,2226,7753,64,1899-05-01,n/a
2254,Mariage,2227,5941,200,1850-09-02,347/465
2255,Mariage,2228,4730,364,1900-10-24,20/037
2256,Mariage,2238,4713,85,1869-04-20,3/094
2257,Mariage,2239,6855,85,1708-02-08,63/127
2258,Mariage,2239,6855,87,1708-02-08,63/185
2259,Mariage,2241,3939,311,1688-02-24,36/050
2260,Mariage,2240,7277,261,1704-01-30,48/067
2261,Mariage,2241,7554,87,1724-02-11,74/243
2262,Mariage,2242,6149,96,1718-08-01,n/a
2263,Mariage,2269,3594,129,1758-06-13,35/073
2264,Mariage,2253,4096,129,1841-06-08,246/438
2265,Mariage,2272,4133,37,1749-01-21,1/064
2266,Mariage,2259,4193,37,1863-07-21,73/121
2267,Mariage,2257,4251,37,1761-01-28,4/299
2268,Mariage,2260,4315,64,1847-06-23,n/a
2269,Mariage,2262,4391,129,1847-04-27,224/417
2270,Mariage,2272,4404,14,1740-08-20,59/121
2271,Mariage,2265,4418,153,1774-02-13,53
2272,Mariage,2255,4429,179,1696-03-05,95/114
2273,Mariage,2256,5174,196,1700-07-05,n/a
2274,Mariage,2270,5200,196,1762-06-30,n/a
2275,Mariage,2254,5311,19,,90/149
2276,Mariage,2268,5603,19,1838-06-11,131/377
2277,Mariage,2272,5805,64,1720-02-12,51/096
2278,Mariage,2262,6009,129,1856-06-16,98/328
2279,Mariage,2258,6027,47,,107/128
2280,Mariage,2272,6095,37,1728-08-16,94/294
2281,Mariage,2261,6236,196,1759-11-28,n/a
2282,Mariage,2263,6485,310,1732-02-05,83/144
2283,Mariage,2272,6571,5,1865-05-16,10/177
2284,Mariage,2271,6582,269,1862-05-18,77/147
2285,Mariage,2272,7043,64,1811-01-09,n/a
2286,Mariage,2272,7043,64,1811-01-09,n/a
2287,Mariage,2266,7279,64,1869-11-24,n/a
2288,Mariage,2264,7607,310,1761-04-21,56/107
2289,Mariage,2272,7799,243,1733-11-14,166/251
2290,Mariage,2267,8318,261,1687-02-04,58/102
2291,Mariage,2243,5097,129,1896-11-18,42/096
2292,Mariage,2243,7704,128,1909-06-23,3/004
2293,Mariage,2244,6512,19,1811-07-01,187/333
2294,Mariage,2245,4973,196,1737-02-20,n/a
2295,Mariage,2246,7271,196,1744-02-05,n/a
2296,Mariage,2247,6401,162,1865-01-25,280/505
2297,Mariage,2248,8149,45,1823-11-18,83/171
2298,Mariage,2249,5370,19,1879-09-16,65/084
